expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
473.185,334.61,earnings,Scotland,1 adult,No child,Male,Private,1
456.9583,426.33,other so,South Ea,2 adults,No child,Male,Owned,1
239.9472,219.87,earnings,East Mid,1 adult,One chil,Female,Public r,1
467.935,246.9,other so,East Mid,2 adults,Two or m,Male,Owned,1
216.2705,147.42,other so,Eastern,1 adult,No child,Female,Owned,0
247.0151,573.284,other so,Scotland,2 adults,No child,Male,Public r,1
436.4939,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
329.5307,913.75,earnings,North Ea,2 adults,No child,Male,Owned,1
541.7565,459.67400000000004,other so,North Ea,2 adults,No child,Female,Owned,1
481.0316,749.13,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
738.1397,864.779,other so,Scotland,2 adults,No child,Male,Owned,1
230.3325,473.62,other so,Yorkshir,2 adults,No child,Female,Owned,1
285.9534,495.89,earnings,London,2 adults,No child,Male,Owned,1
377.12,501.35,earnings,South Ea,2 adults,One chil,Male,Public r,1
176.7554,297.4645,other so,South Ea,1 adult,No child,Female,Owned,0
1175.0,1184.99,earnings,Eastern,2 adults,One chil,Male,Private,1
566.332,880.51,earnings,North We,2 adults,No child,Female,Owned,1
712.5654,797.66,earnings,East Mid,2 adults,No child,Male,Private,1
1175.0,1184.99,earnings,East Mid,2 adults,No child,Male,Owned,1
66.34782,188.29,other so,Scotland,1 adult,No child,Male,Owned,0
299.8932,783.6225,other so,Scotland,2 adults,No child,Female,Owned,1
528.5571,1184.99,earnings,East Mid,3 adults,No child,Male,Owned,1
891.3515,1184.99,earnings,London,2 adults,No child,Male,Owned,1
499.7064,837.88,earnings,Eastern,2 adults,No child,Male,Public r,1
332.3935,690.1,earnings,North Ea,2 adults,Two or m,Female,Public r,1
878.3912,605.424,other so,North We,2 adults,No child,Male,Owned,1
179.4274,386.41,other so,North We,1 adult,Two or m,Male,Owned,1
223.8424,506.7315,earnings,Northern,1 adult,No child,Male,Owned,1
282.9168,449.74,earnings,Yorkshir,1 adult,No child,Male,Owned,0
220.451,238.467,other so,Yorkshir,1 adult,No child,Female,Owned,0
498.7924,358.1725,other so,South Ea,1 adult,No child,Male,Owned,0
276.0084,764.6225,earnings,Yorkshir,2 adults,No child,Male,Owned,1
613.5536,1184.99,earnings,London,1 adult,No child,Male,Owned,1
252.5987,544.46,earnings,Scotland,2 adults,No child,Male,Owned,0
344.7418,294.964,other so,North Ea,2 adults,No child,Male,Public r,1
408.3947,785.872,earnings,South We,2 adults,No child,Female,Owned,1
317.5501,237.702,other so,North We,2 adults,No child,Female,Private,1
77.41,139.042,other so,West Mid,2 adults,No child,Male,Public r,1
473.792,708.05,earnings,North We,2 adults,No child,Female,Owned,1
545.4288,344.61,other so,Scotland,1 adult,No child,Male,Owned,1
89.53263000000001,250.812,other so,North We,1 adult,No child,Male,Private,1
951.9539,498.1,earnings,London,2 adults,No child,Male,Private,1
1175.0,1184.99,earnings,London,2 adults,Two or m,Female,Owned,1
800.4784,1184.99,earnings,London,4 and mo,One chil,Male,Owned,1
189.56,115.39,other so,South We,1 adult,No child,Male,Private,1
393.5689,603.16,earnings,Eastern,2 adults,One chil,Male,Private,1
420.9415,1120.23,earnings,London,2 adults,Two or m,Male,Private,1
78.38923,304.44,other so,East Mid,1 adult,No child,Male,Owned,0
802.4735,579.9069999999999,other so,South We,2 adults,No child,Male,Owned,1
259.2886,370.5,other so,West Mid,2 adults,Two or m,Female,Public r,1
406.755,682.804,other so,North We,2 adults,No child,Male,Owned,1
661.3317,830.09,earnings,South Ea,3 adults,No child,Male,Owned,1
133.49,120.0,other so,Scotland,2 adults,No child,Female,Public r,0
344.0845,603.84,earnings,North We,2 adults,No child,Male,Private,1
228.9608,606.72,earnings,Scotland,1 adult,No child,Female,Owned,1
585.3134,398.6354,earnings,South Ea,2 adults,No child,Male,Owned,1
62.945,181.7625,earnings,South Ea,1 adult,No child,Male,Private,1
781.695,1184.99,other so,Northern,2 adults,No child,Male,Owned,1
352.735,1061.92,other so,Eastern,3 adults,Two or m,Female,Private,1
1018.613,1184.99,other so,Scotland,2 adults,No child,Female,Owned,1
674.4854,791.882,other so,West Mid,2 adults,Two or m,Male,Owned,1
1175.0,661.1039999999999,other so,North We,2 adults,No child,Male,Owned,1
832.4389,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
329.7333,347.63699999999994,other so,South We,1 adult,No child,Male,Owned,1
679.2947,1184.99,earnings,Scotland,2 adults,Two or m,Female,Owned,1
1175.0,1184.99,other so,East Mid,2 adults,Two or m,Male,Owned,1
479.5347,619.089,other so,Eastern,2 adults,No child,Male,Owned,1
115.58,180.03,other so,London,1 adult,No child,Male,Public r,1
716.1759,1184.99,earnings,Scotland,3 adults,No child,Male,Owned,1
244.3416,138.61,other so,North We,1 adult,Two or m,Female,Public r,1
705.6363,1111.7,earnings,North We,2 adults,No child,Female,Owned,1
249.109,287.822,other so,South We,1 adult,No child,Male,Owned,1
122.44,150.002,other so,East Mid,1 adult,No child,Female,Public r,0
243.545,145.85,other so,London,1 adult,No child,Male,Owned,1
402.0845,194.26,other so,South Ea,2 adults,One chil,Female,Private,1
121.3284,186.312,other so,South Ea,1 adult,No child,Male,Owned,0
224.7002,372.75199999999995,other so,South Ea,1 adult,No child,Male,Public r,0
351.2638,479.24,earnings,Yorkshir,2 adults,No child,Female,Owned,1
297.5538,373.434,other so,Scotland,3 adults,No child,Female,Owned,1
526.254,1184.99,earnings,London,2 adults,Two or m,Female,Owned,1
173.165,310.224,other so,West Mid,2 adults,No child,Male,Public r,0
697.9796,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
226.9755,264.59,other so,Scotland,1 adult,One chil,Female,Owned,1
99.97728000000001,175.217,other so,West Mid,1 adult,No child,Female,Private,0
396.5246,399.93199999999996,other so,East Mid,2 adults,No child,Male,Owned,1
385.2938,409.35,other so,North We,1 adult,No child,Male,Owned,1
123.8737,244.43200000000002,other so,South Ea,1 adult,No child,Male,Owned,0
656.3739,873.9131,earnings,Scotland,2 adults,No child,Male,Owned,1
507.2665,450.03,earnings,London,4 and mo,No child,Male,Owned,1
608.0648,839.799,other so,Scotland,2 adults,No child,Male,Owned,1
592.6628,1032.248,earnings,East Mid,3 adults,No child,Female,Owned,1
252.1846,399.36,earnings,West Mid,2 adults,Two or m,Female,Owned,1
355.0394,458.18,other so,East Mid,1 adult,Two or m,Female,Public r,1
240.0385,450.4225,earnings,South Ea,2 adults,One chil,Male,Owned,1
551.4807,707.2564,earnings,North Ea,2 adults,No child,Male,Owned,1
255.845,343.332,other so,North We,2 adults,No child,Male,Owned,0
684.6149,1184.99,earnings,Wales,2 adults,One chil,Male,Owned,1
221.8897,454.65,earnings,North We,2 adults,No child,Male,Owned,1
173.6568,184.91,earnings,Yorkshir,1 adult,No child,Male,Owned,1
99.04169,212.8295,other so,North We,1 adult,No child,Male,Public r,0
316.5086,695.332,other so,East Mid,2 adults,No child,Female,Owned,1
335.4869,272.1,other so,West Mid,1 adult,Two or m,Female,Public r,1
275.8081,573.575,earnings,South Ea,1 adult,No child,Female,Owned,1
466.9638,575.57,earnings,West Mid,2 adults,One chil,Male,Owned,1
276.4517,219.61,earnings,North Ea,2 adults,One chil,Female,Owned,1
656.9847,1184.99,earnings,South Ea,2 adults,No child,Female,Private,1
456.6877,787.39,other so,Eastern,2 adults,No child,Male,Owned,1
167.17,244.27200000000002,other so,South Ea,2 adults,No child,Female,Public r,1
303.6448,497.27,earnings,Eastern,2 adults,No child,Male,Owned,1
584.4835,826.09,earnings,South Ea,2 adults,No child,Male,Private,1
639.0706,991.9257,earnings,South Ea,2 adults,No child,Female,Owned,1
361.8961,363.92,other so,Eastern,2 adults,No child,Male,Owned,1
225.1076,566.382,other so,Wales,1 adult,No child,Male,Owned,1
434.0144,752.0865,other so,South We,2 adults,No child,Male,Owned,1
373.1791,484.2375,other so,London,2 adults,No child,Male,Owned,1
1149.008,796.33,earnings,West Mid,1 adult,No child,Female,Owned,1
87.21736999999999,295.28700000000003,other so,Eastern,1 adult,No child,Male,Owned,0
146.558,636.62,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
360.8679,321.78,other so,Yorkshir,2 adults,No child,Male,Owned,1
541.225,547.51,earnings,Scotland,2 adults,One chil,Male,Public r,1
664.1802,655.6489999999999,other so,South We,2 adults,No child,Male,Owned,1
829.2109,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
486.6841,751.93,earnings,West Mid,2 adults,Two or m,Male,Owned,1
224.23,271.742,other so,Northern,1 adult,No child,Female,Owned,1
1175.0,1184.99,earnings,Eastern,2 adults,No child,Male,Owned,1
389.8492,721.12,earnings,West Mid,2 adults,One chil,Male,Owned,1
434.0931,802.97,earnings,Yorkshir,3 adults,Two or m,Male,Owned,1
799.9861,996.814,other so,North Ea,2 adults,No child,Male,Owned,1
889.0667,1184.99,earnings,London,4 and mo,No child,Male,Owned,1
124.036,149.39,other so,South Ea,1 adult,No child,Female,Private,0
223.5092,417.0,earnings,North We,1 adult,No child,Male,Public r,0
499.6389,539.31,earnings,South Ea,2 adults,Two or m,Male,Public r,1
111.3368,244.81400000000002,other so,South We,2 adults,No child,Male,Owned,1
793.8854,450.99,other so,North Ea,1 adult,No child,Female,Owned,1
508.5919,1127.76,earnings,West Mid,2 adults,One chil,Male,Owned,1
236.265,174.54,other so,East Mid,2 adults,One chil,Female,Public r,0
347.8502,294.83,earnings,South Ea,1 adult,No child,Female,Private,1
446.1817,1132.58,earnings,South Ea,2 adults,No child,Male,Owned,1
635.7521,1178.096,earnings,South We,2 adults,No child,Female,Owned,1
278.7714,303.0925,other so,East Mid,2 adults,No child,Male,Owned,0
488.9566,367.0415,other so,South We,2 adults,No child,Male,Owned,0
180.1958,554.65,other so,London,1 adult,No child,Female,Owned,0
330.0797,388.61,other so,East Mid,1 adult,No child,Female,Owned,1
539.7441,634.37,earnings,North We,2 adults,No child,Male,Owned,1
358.4,299.282,other so,Eastern,1 adult,No child,Female,Private,0
1175.0,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
876.9335,1184.99,earnings,South We,2 adults,Two or m,Male,Owned,1
327.6835,367.5,other so,London,1 adult,Two or m,Female,Public r,1
329.1328,602.25,earnings,Yorkshir,2 adults,No child,Female,Owned,1
173.93,165.292,other so,South We,1 adult,No child,Female,Public r,1
439.5474,631.75,earnings,South Ea,1 adult,Two or m,Female,Public r,0
359.14099999999996,578.46,earnings,Eastern,1 adult,One chil,Female,Owned,1
408.5743,1184.99,earnings,London,1 adult,No child,Male,Owned,1
520.6714,1184.99,earnings,North Ea,2 adults,Two or m,Male,Owned,1
482.7425,717.9195,other so,South Ea,2 adults,No child,Female,Owned,1
450.7305,1086.42,other so,Scotland,2 adults,No child,Male,Owned,1
529.1624,463.57,other so,South We,2 adults,Two or m,Male,Public r,1
354.6618,77.82,other so,Eastern,1 adult,No child,Female,Private,0
153.395,549.594,other so,East Mid,2 adults,No child,Male,Owned,1
489.0314,950.57,earnings,East Mid,3 adults,No child,Male,Owned,1
198.9622,306.642,other so,Yorkshir,1 adult,No child,Female,Private,0
437.5005,896.61,earnings,Yorkshir,1 adult,No child,Male,Private,1
543.568,577.3,earnings,South We,2 adults,No child,Male,Public r,1
398.6074,528.525,other so,Wales,2 adults,No child,Male,Owned,1
511.6131,966.52,earnings,Scotland,2 adults,One chil,Female,Owned,1
312.8874,489.83,earnings,West Mid,2 adults,No child,Female,Owned,1
822.5059,711.89,earnings,South Ea,2 adults,One chil,Male,Owned,1
1094.226,1184.99,earnings,North We,2 adults,One chil,Male,Owned,1
472.2131,546.64,other so,London,2 adults,Two or m,Female,Public r,1
356.3177,391.8,other so,South Ea,1 adult,Two or m,Male,Public r,1
608.63,749.4275,earnings,South We,3 adults,No child,Female,Public r,1
393.30300000000005,313.862,other so,Yorkshir,2 adults,No child,Male,Owned,0
181.0293,609.739,other so,London,2 adults,No child,Male,Owned,1
334.348,621.384,earnings,Scotland,2 adults,No child,Male,Owned,1
110.23,108.3,other so,West Mid,1 adult,No child,Female,Public r,1
1175.0,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
1175.0,1184.99,earnings,Eastern,3 adults,No child,Male,Owned,1
208.6614,252.84,other so,Eastern,2 adults,No child,Female,Owned,1
203.7815,644.81,earnings,Scotland,2 adults,No child,Female,Owned,1
288.675,0.0,other so,North We,1 adult,No child,Female,Private,1
332.4049,645.74,earnings,East Mid,2 adults,One chil,Female,Owned,1
457.5991,464.65,earnings,North We,2 adults,No child,Female,Owned,1
124.4469,369.23,other so,Eastern,1 adult,No child,Female,Owned,1
102.495,150.19,other so,West Mid,1 adult,One chil,Female,Public r,0
687.0981,414.5925,earnings,Yorkshir,2 adults,No child,Male,Private,1
229.9044,213.987,other so,South We,1 adult,No child,Female,Owned,0
362.3537,513.58,earnings,Eastern,1 adult,No child,Male,Private,1
133.09,148.52200000000002,other so,West Mid,1 adult,No child,Female,Public r,0
234.8826,375.655,other so,West Mid,2 adults,No child,Female,Owned,1
230.7473,245.392,other so,Scotland,1 adult,No child,Male,Public r,1
187.1866,222.752,other so,South Ea,1 adult,No child,Male,Owned,0
763.6251,1178.61,earnings,Eastern,2 adults,No child,Male,Owned,1
1175.0,1184.99,other so,Wales,2 adults,No child,Male,Owned,1
608.6543,1184.99,earnings,Scotland,4 and mo,No child,Male,Owned,1
267.42400000000004,459.71,earnings,North We,1 adult,No child,Male,Public r,1
513.665,484.79,earnings,London,2 adults,Two or m,Male,Private,1
669.4577,1176.62,earnings,London,2 adults,No child,Male,Owned,1
979.4525,1184.99,earnings,Eastern,2 adults,No child,Male,Private,1
257.6205,320.03,earnings,South We,3 adults,No child,Female,Owned,1
161.3544,392.58,other so,Eastern,1 adult,No child,Female,Owned,0
222.0341,440.69199999999995,earnings,West Mid,2 adults,One chil,Female,Owned,1
1175.0,529.63,other so,Scotland,2 adults,No child,Male,Owned,1
528.9536,1066.91,earnings,Scotland,2 adults,No child,Female,Owned,1
1017.8560000000001,1184.99,earnings,Scotland,4 and mo,No child,Male,Owned,1
235.5494,521.572,other so,South We,1 adult,No child,Female,Owned,0
782.1339,535.3236,other so,Yorkshir,1 adult,Two or m,Female,Owned,1
245.1896,604.0419999999999,other so,North We,3 adults,No child,Male,Owned,1
379.1827,688.98,earnings,North Ea,2 adults,No child,Male,Owned,1
486.9327,528.822,earnings,North We,2 adults,No child,Male,Private,1
829.5118,1178.775,earnings,Eastern,2 adults,No child,Female,Private,1
552.5168,644.285,earnings,South We,2 adults,Two or m,Male,Owned,1
249.2826,290.894,other so,North We,2 adults,No child,Female,Public r,0
115.68,54.0,other so,Wales,1 adult,No child,Female,Private,1
448.3352,1006.797,earnings,Wales,2 adults,No child,Male,Owned,1
69.37857,71.62,other so,East Mid,1 adult,No child,Male,Public r,0
286.5117,497.27,earnings,North Ea,1 adult,No child,Female,Public r,1
148.3867,222.702,other so,Yorkshir,1 adult,No child,Female,Owned,0
338.625,998.23,earnings,Northern,3 adults,Two or m,Male,Owned,1
191.5789,185.40200000000002,other so,West Mid,1 adult,No child,Female,Owned,1
632.8839,522.624,other so,Yorkshir,2 adults,No child,Male,Owned,0
545.9788,824.495,earnings,North We,2 adults,No child,Female,Owned,1
316.9286,288.57,other so,Yorkshir,2 adults,No child,Male,Owned,0
315.7036,611.664,other so,Eastern,2 adults,No child,Male,Owned,1
465.84,362.35,other so,North We,2 adults,No child,Male,Public r,1
536.0805,1184.99,earnings,Scotland,2 adults,Two or m,Female,Owned,1
293.3761,717.2161,earnings,Eastern,1 adult,No child,Female,Owned,1
152.67,282.0,other so,North We,2 adults,Two or m,Female,Private,0
656.7903,780.11,earnings,North We,2 adults,Two or m,Male,Owned,1
794.5441,1160.575,earnings,Yorkshir,3 adults,No child,Male,Owned,1
447.5841,560.52,other so,London,2 adults,No child,Male,Owned,1
398.6681,183.54,other so,North We,1 adult,No child,Female,Owned,0
207.6584,225.18400000000003,other so,London,2 adults,No child,Female,Owned,1
493.0203,680.7439999999999,other so,South We,3 adults,No child,Male,Owned,1
499.0177,776.4067,earnings,North Ea,2 adults,No child,Female,Owned,1
792.9198,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,South We,2 adults,Two or m,Male,Owned,1
701.0209,284.132,other so,London,1 adult,No child,Female,Owned,1
289.2457,278.2,other so,West Mid,1 adult,One chil,Female,Private,1
480.1053,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
620.9399,1076.3210000000001,earnings,Yorkshir,2 adults,No child,Male,Owned,1
204.8305,319.64,earnings,West Mid,1 adult,No child,Male,Public r,1
491.9132,771.13,other so,South Ea,2 adults,No child,Female,Owned,1
288.2869,170.4,other so,South Ea,1 adult,One chil,Female,Public r,0
88.94,102.0,other so,Wales,1 adult,No child,Male,Owned,1
310.4098,401.61,earnings,Wales,2 adults,Two or m,Male,Public r,1
367.154,1049.162,earnings,North We,4 and mo,No child,Male,Owned,1
447.4846,819.06,earnings,Northern,2 adults,Two or m,Female,Owned,1
555.0653,1061.68,earnings,Eastern,2 adults,Two or m,Male,Owned,1
232.71900000000002,328.23400000000004,other so,West Mid,2 adults,No child,Male,Owned,0
796.44,1184.99,other so,London,1 adult,Two or m,Female,Owned,1
500.0577,638.5,earnings,Wales,3 adults,One chil,Female,Public r,1
64.49141999999999,259.96,other so,South Ea,1 adult,No child,Male,Public r,1
182.8058,217.65,other so,West Mid,1 adult,No child,Female,Public r,0
263.0696,479.44199999999995,other so,West Mid,4 and mo,No child,Male,Public r,1
504.7854,1130.0,earnings,North We,2 adults,No child,Female,Owned,1
786.8447,493.337,other so,Eastern,1 adult,No child,Female,Owned,1
106.3511,185.96200000000002,other so,Scotland,1 adult,No child,Female,Private,0
377.8636,531.984,other so,Scotland,2 adults,No child,Male,Owned,1
56.15497,87.7,other so,East Mid,1 adult,No child,Male,Public r,0
307.1066,403.18,earnings,West Mid,2 adults,No child,Male,Owned,1
366.9906,456.48,earnings,South Ea,2 adults,One chil,Female,Public r,0
247.0187,515.21,earnings,South Ea,3 adults,No child,Female,Owned,1
1175.0,1184.99,earnings,Eastern,2 adults,Two or m,Female,Owned,1
233.4305,145.85,earnings,North We,1 adult,No child,Female,Private,1
591.68,266.972,other so,Wales,2 adults,No child,Male,Owned,1
624.769,705.31,earnings,Scotland,3 adults,No child,Female,Public r,1
791.6385,718.99,earnings,South We,2 adults,No child,Female,Owned,1
177.4746,278.85200000000003,other so,Eastern,1 adult,No child,Female,Owned,1
81.55,84.9,other so,London,1 adult,No child,Male,Public r,0
352.8892,1069.03,earnings,South We,3 adults,No child,Female,Owned,1
237.605,207.7,other so,West Mid,2 adults,No child,Female,Owned,1
113.4916,373.875,other so,Wales,1 adult,No child,Male,Owned,0
216.9881,526.71,earnings,Yorkshir,2 adults,Two or m,Male,Private,1
526.6453,177.565,other so,London,1 adult,No child,Female,Owned,1
942.1266,1184.99,other so,Eastern,1 adult,No child,Female,Owned,1
299.1961,532.2675,other so,North We,1 adult,No child,Male,Owned,1
338.3746,373.28,other so,North We,2 adults,No child,Female,Owned,1
513.2856,727.934,other so,Yorkshir,2 adults,No child,Male,Owned,1
607.6438,1094.72,earnings,Wales,2 adults,Two or m,Male,Owned,1
375.26,443.08,earnings,Northern,2 adults,No child,Male,Private,0
208.7589,230.40400000000002,other so,Scotland,2 adults,No child,Male,Owned,1
263.1902,292.882,other so,North We,1 adult,No child,Female,Owned,1
320.1055,669.37,earnings,Wales,2 adults,No child,Male,Owned,1
494.6664,877.0,earnings,East Mid,2 adults,One chil,Male,Owned,1
264.2697,364.852,earnings,East Mid,2 adults,No child,Female,Public r,1
1062.805,1184.99,earnings,Scotland,2 adults,No child,Male,Owned,1
92.79,178.0,other so,London,1 adult,Two or m,Female,Public r,0
1175.0,1184.99,earnings,North We,2 adults,Two or m,Female,Owned,1
993.8810000000001,329.63,earnings,West Mid,2 adults,Two or m,Male,Owned,1
566.0649,604.42,earnings,South Ea,2 adults,One chil,Female,Owned,1
499.6378,474.625,earnings,North We,1 adult,No child,Female,Owned,1
439.4572,443.034,other so,South We,2 adults,No child,Male,Owned,1
315.8907,272.55,other so,South Ea,1 adult,No child,Female,Owned,1
1175.0,592.325,other so,South Ea,2 adults,No child,Male,Owned,1
396.644,505.1575,earnings,North Ea,1 adult,No child,Male,Owned,1
279.3421,481.73400000000004,other so,East Mid,2 adults,No child,Male,Owned,1
422.0188,1184.99,earnings,London,1 adult,No child,Female,Owned,1
871.176,1184.99,earnings,South We,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
644.5681,399.05,earnings,London,2 adults,Two or m,Male,Private,1
549.6265,685.7372,earnings,London,1 adult,No child,Female,Owned,1
250.8439,316.5995,other so,Eastern,1 adult,No child,Female,Public r,1
625.5124,701.31,other so,Eastern,2 adults,Two or m,Male,Owned,1
245.9676,192.31,earnings,North We,2 adults,No child,Female,Owned,1
339.6945,399.4695,other so,East Mid,1 adult,No child,Male,Owned,0
370.1366,503.095,other so,Eastern,1 adult,No child,Male,Owned,1
357.8011,638.27,earnings,Scotland,2 adults,One chil,Male,Owned,1
314.1939,356.67,earnings,Yorkshir,2 adults,No child,Male,Private,1
660.93,401.62,earnings,Northern,4 and mo,No child,Male,Private,1
718.5889,1184.99,earnings,North Ea,2 adults,One chil,Male,Owned,1
198.6154,255.53,other so,South We,1 adult,One chil,Female,Public r,1
260.0416,350.61,other so,Eastern,2 adults,No child,Female,Owned,1
188.3237,436.0,other so,South Ea,2 adults,No child,Male,Owned,1
198.9285,289.122,earnings,North We,1 adult,No child,Male,Private,0
874.3868,1184.99,earnings,South Ea,4 and mo,No child,Male,Owned,1
424.834,779.24,earnings,North We,3 adults,One chil,Male,Owned,1
265.7698,145.1595,other so,Yorkshir,1 adult,No child,Female,Owned,0
785.1773,1184.99,earnings,North We,2 adults,No child,Female,Private,1
390.05,266.2325,earnings,Northern,2 adults,No child,Male,Owned,1
391.0222,539.852,earnings,Yorkshir,1 adult,No child,Male,Private,1
804.4019,754.18,other so,North We,2 adults,No child,Female,Owned,1
951.1573,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
186.0681,315.62,other so,North We,2 adults,No child,Male,Owned,0
723.0845,1152.924,earnings,Northern,2 adults,Two or m,Female,Owned,1
171.8416,144.92,other so,Scotland,2 adults,One chil,Male,Private,1
911.0887,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
538.1367,807.87,earnings,East Mid,2 adults,Two or m,Male,Private,1
659.6010000000001,899.607,other so,East Mid,2 adults,No child,Male,Owned,1
470.1267,730.99,earnings,South Ea,3 adults,One chil,Male,Owned,1
333.1052,840.342,other so,East Mid,1 adult,No child,Female,Owned,0
243.9,309.15,other so,Wales,2 adults,Two or m,Female,Public r,1
90.50153,206.62,other so,West Mid,1 adult,No child,Male,Owned,0
57.72452,79.15,other so,Scotland,1 adult,No child,Male,Public r,0
700.1562,921.9325,earnings,West Mid,2 adults,One chil,Female,Private,1
235.6358,392.34,earnings,London,1 adult,No child,Female,Owned,1
842.6594,1093.815,earnings,South Ea,2 adults,No child,Male,Owned,1
765.508,790.11,earnings,East Mid,2 adults,No child,Male,Owned,1
166.1013,558.6419999999999,other so,South We,1 adult,No child,Male,Owned,0
111.0905,102.7,other so,North We,1 adult,No child,Male,Private,1
341.3032,363.475,other so,East Mid,2 adults,No child,Male,Owned,1
184.1192,153.25,earnings,South Ea,2 adults,No child,Female,Private,1
168.1,71.0,other so,East Mid,1 adult,No child,Female,Owned,0
432.8781,571.38,earnings,South We,2 adults,Two or m,Male,Private,1
249.7301,251.792,other so,South We,2 adults,No child,Male,Owned,0
517.2384,927.05,other so,Wales,2 adults,No child,Male,Owned,1
723.4795,338.58,other so,East Mid,1 adult,No child,Male,Owned,1
63.63924,124.95,other so,London,1 adult,Two or m,Female,Private,0
839.71,209.12400000000002,other so,Northern,2 adults,No child,Male,Owned,1
706.3321,770.799,other so,South Ea,2 adults,No child,Male,Owned,1
435.7404,961.44,earnings,West Mid,2 adults,No child,Female,Private,1
400.2953,383.08,earnings,Eastern,2 adults,Two or m,Male,Private,1
43.16,204.042,other so,West Mid,1 adult,No child,Female,Public r,0
733.8839999999999,1184.99,earnings,South We,2 adults,No child,Male,Owned,1
367.901,403.85,earnings,West Mid,1 adult,No child,Male,Owned,1
507.7542,973.49,earnings,London,3 adults,One chil,Female,Owned,1
588.6403,231.18,earnings,South Ea,1 adult,No child,Female,Private,1
1175.0,1184.99,other so,London,3 adults,Two or m,Male,Owned,1
295.4947,219.89,earnings,East Mid,1 adult,No child,Female,Owned,1
204.5104,129.95,earnings,West Mid,2 adults,No child,Female,Public r,1
496.2394,636.174,other so,North We,2 adults,No child,Male,Owned,1
475.0422,1184.99,earnings,Wales,2 adults,No child,Female,Owned,1
249.14,443.61400000000003,other so,North Ea,2 adults,No child,Male,Public r,0
585.486,857.6,earnings,North We,2 adults,One chil,Male,Private,1
239.8778,251.49,other so,South Ea,2 adults,No child,Male,Owned,1
164.3199,99.85,other so,North Ea,1 adult,No child,Female,Public r,1
149.1526,190.24200000000002,other so,South We,1 adult,No child,Male,Public r,0
505.4923,848.48,earnings,West Mid,1 adult,One chil,Male,Private,1
688.3661,764.47,earnings,South Ea,2 adults,Two or m,Female,Owned,1
419.6798,432.18,earnings,Eastern,2 adults,Two or m,Male,Owned,1
990.7252,1068.39,earnings,Scotland,2 adults,Two or m,Male,Owned,1
304.4244,329.21,other so,Eastern,2 adults,Two or m,Male,Owned,1
528.1082,985.36,earnings,East Mid,2 adults,No child,Female,Owned,1
150.1004,228.555,other so,Eastern,1 adult,No child,Female,Owned,0
156.9843,140.0,other so,Scotland,2 adults,No child,Male,Public r,1
249.2604,464.94,other so,North We,1 adult,One chil,Male,Owned,1
1141.845,967.1975,earnings,South Ea,3 adults,One chil,Male,Private,1
326.6664,416.48400000000004,other so,Scotland,2 adults,No child,Female,Owned,0
735.8435,1184.99,earnings,Yorkshir,4 and mo,No child,Female,Owned,1
1064.407,1184.99,earnings,East Mid,2 adults,Two or m,Male,Owned,1
733.3832,1184.99,earnings,Scotland,2 adults,One chil,Male,Owned,1
646.889,996.34,earnings,Wales,2 adults,Two or m,Male,Owned,1
622.7419,799.98,earnings,Wales,2 adults,Two or m,Male,Owned,1
474.4565,1170.91,earnings,South Ea,3 adults,No child,Male,Private,1
514.7691,1177.97,earnings,Wales,3 adults,No child,Female,Owned,1
964.1672,1184.99,earnings,South We,2 adults,Two or m,Male,Owned,1
484.5411,537.3115,earnings,Yorkshir,1 adult,No child,Male,Owned,1
358.031,505.12,earnings,Eastern,2 adults,No child,Male,Private,1
346.4416,474.04400000000004,other so,Eastern,2 adults,No child,Male,Owned,1
399.0257,1184.99,earnings,London,3 adults,Two or m,Male,Owned,1
480.0411,549.69,earnings,South We,1 adult,One chil,Female,Owned,1
130.0712,150.02200000000002,other so,South We,1 adult,No child,Female,Public r,0
79.68,248.247,other so,West Mid,1 adult,No child,Female,Public r,1
964.1853,1163.235,earnings,Eastern,2 adults,No child,Female,Owned,1
129.64,50.192,other so,London,1 adult,No child,Female,Public r,0
175.481,396.7575,other so,West Mid,1 adult,No child,Female,Owned,1
536.3715,316.1375,earnings,South We,2 adults,One chil,Male,Private,1
356.3769,466.765,earnings,Scotland,2 adults,No child,Male,Private,0
219.4747,341.522,other so,Scotland,1 adult,No child,Female,Owned,1
235.989,400.13199999999995,other so,East Mid,1 adult,No child,Female,Owned,1
668.4846,668.01,other so,East Mid,2 adults,No child,Female,Owned,1
207.0567,365.30400000000003,other so,London,2 adults,No child,Male,Owned,1
51.275,143.96,other so,North We,1 adult,No child,Female,Public r,0
